indice,Lancelot,Bob (Dumb),Charlie (Dumb),David (Dumb)
6644,0,240,0,240
6645,30,210,30,210
6646,30,220,30,220
6647,0,330,0,330
6648,0,250,0,250
6649,300,20,300,20
6650,410,0,410,0
6651,40,200,40,200
6652,10,230,10,230
6653,30,220,30,220
6654,280,50,280,50
6655,290,30,290,30
6656,270,60,270,60
6657,280,40,280,40
6658,280,50,280,50
6659,0,250,0,250
6660,280,40,280,40
6661,290,30,290,30
6662,30,210,30,210
6663,0,240,0,240
6664,10,230,10,230
6665,50,190,50,190
6666,90,160,90,160
6667,310,10,310,10
6668,40,190,40,190
6669,0,330,0,330
6670,0,330,0,330
6671,0,240,0,240
6672,40,200,40,200
6673,50,180,50,180
6674,20,230,20,230
6675,280,40,280,40
6676,410,0,410,0
6677,410,0,410,0
6678,0,330,0,330
6679,290,20,290,20
6680,30,200,30,200
6681,90,160,90,160
6682,60,190,60,190
6683,20,220,20,220
6684,80,160,80,160
6685,0,240,0,240
6686,70,170,70,170
6687,410,0,410,0
6688,0,240,0,240
6689,70,180,70,180
6690,410,0,410,0
6691,20,220,20,220
6692,80,160,80,160
6693,300,20,300,20
6694,0,240,0,240
6695,10,230,10,230
6696,250,70,250,70
6697,20,230,20,230
6698,300,30,300,30
6699,410,0,410,0
6700,410,0,410,0
6701,250,70,250,70
6702,0,330,0,330
6703,80,160,80,160
6704,410,0,410,0
6705,70,180,70,180
6706,0,330,0,330
6707,0,240,0,240
6708,20,220,20,220
6709,270,50,270,50
6710,0,330,0,330
6711,410,0,410,0
6712,50,200,50,200
6713,70,170,70,170
6714,270,60,270,60
6715,80,160,80,160
6716,250,70,250,70
6717,70,170,70,170
6718,410,0,410,0
6719,40,200,40,200
6720,260,60,260,60
6721,60,190,60,190
6722,70,180,70,180
6723,60,180,60,180
6724,260,60,260,60
6725,60,180,60,180
6726,70,170,70,170
6727,50,190,50,190
6728,0,240,0,240
6729,270,50,270,50
6730,300,20,300,20
6731,320,10,320,10
6732,290,20,290,20
6733,300,20,300,20
6734,20,220,20,220
6735,410,0,410,0
6736,80,160,80,160
6737,270,50,270,50
6738,60,180,60,180
6739,410,0,410,0
6740,410,0,410,0
6741,0,250,0,250
6742,0,240,0,240
6743,0,330,0,330
6744,0,330,0,330
6745,60,190,60,190
6746,410,0,410,0
6747,410,0,410,0
6748,0,240,0,240
6749,80,160,80,160
6750,280,40,280,40
6751,410,0,410,0
6752,0,240,0,240
6753,10,230,10,230
6754,60,190,60,190
6755,20,220,20,220
6756,0,330,0,330
6757,410,0,410,0
6758,60,190,60,190
6759,280,40,280,40
6760,250,70,250,70
6761,20,220,20,220
6762,280,40,280,40
6763,300,30,300,30
6764,250,60,250,60
6765,0,240,0,240
6766,300,20,300,20
6767,300,20,300,20
6768,280,40,280,40
6769,0,330,0,330
6770,50,190,50,190
6771,30,210,30,210
6772,410,0,410,0
6773,60,190,60,190
6774,410,0,410,0
6775,280,40,280,40
6776,270,60,270,60
6777,280,50,280,50
6778,280,50,280,50
6779,40,200,40,200
6780,80,160,80,160
6781,20,220,20,220
6782,280,40,280,40
6783,250,60,250,60
6784,290,40,290,40
6785,250,70,250,70
6786,70,170,70,170
6787,0,330,0,330
6788,80,170,80,170
6789,90,160,90,160
6790,410,0,410,0
6791,260,60,260,60
6792,0,250,0,250
6793,0,330,0,330
6794,250,70,250,70
6795,30,210,30,210
6796,270,50,270,50
6797,50,190,50,190
6798,280,40,280,40
6799,80,170,80,170
6800,40,200,40,200
6801,270,50,270,50
6802,90,160,90,160
6803,310,20,310,20
6804,0,330,0,330
6805,310,10,310,10
6806,280,40,280,40
6807,250,70,250,70
6808,0,330,0,330
6809,40,200,40,200
6810,70,170,70,170
6811,280,50,280,50
6812,280,40,280,40
6813,40,210,40,210
6814,40,200,40,200
6815,260,60,260,60
6816,310,10,310,10
6817,80,170,80,170
6818,270,60,270,60
6819,410,0,410,0
6820,60,180,60,180
6821,80,160,80,160
6822,300,20,300,20
6823,40,200,40,200
6824,20,220,20,220
6825,80,160,80,160
6826,70,180,70,180
6827,60,180,60,180
6828,0,330,0,330
6829,20,230,20,230
6830,320,0,320,0
6831,50,190,50,190
6832,240,70,240,70
6833,20,220,20,220
6834,0,330,0,330
6835,280,50,280,50
6836,0,240,0,240
6837,270,50,270,50
6838,20,220,20,220
6839,310,20,310,20
6840,60,180,60,180
6841,40,200,40,200
6842,410,0,410,0
6843,410,0,410,0
6844,80,160,80,160
6845,30,210,30,210
6846,0,330,0,330
6847,0,240,0,240
6848,300,20,300,20
6849,410,0,410,0
6850,50,190,50,190
6851,250,70,250,70
6852,70,180,70,180
6853,410,0,410,0
6854,310,10,310,10
6855,0,240,0,240
6856,50,200,50,200
6857,270,50,270,50
6858,60,180,60,180
6859,0,240,0,240
6860,410,0,410,0
6861,250,70,250,70
6862,60,180,60,180
6863,80,160,80,160
6864,70,180,70,180
6865,260,70,260,70
6866,310,20,310,20
6867,30,210,30,210
6868,30,210,30,210
6869,290,40,290,40
6870,70,170,70,170
6871,270,50,270,50
6872,80,160,80,160
6873,250,70,250,70
6874,0,240,0,240
6875,90,160,90,160
6876,410,0,410,0
6877,300,30,300,30
6878,410,0,410,0
6879,290,30,290,30
6880,50,190,50,190
6881,0,330,0,330
6882,70,170,70,170
6883,40,200,40,200
6884,20,220,20,220
6885,10,230,10,230
6886,40,200,40,200
6887,10,230,10,230
6888,60,180,60,180
6889,80,160,80,160
6890,300,20,300,20
6891,60,180,60,180
6892,290,40,290,40
6893,270,50,270,50
6894,70,170,70,170
6895,320,10,320,10
6896,30,220,30,220
6897,70,170,70,170
6898,40,210,40,210
6899,290,30,290,30
6900,300,20,300,20
6901,80,160,80,160
6902,410,0,410,0
6903,80,170,80,170
6904,80,160,80,160
6905,70,170,70,170
6906,30,220,30,220
6907,70,170,70,170
6908,0,240,0,240
6909,280,40,280,40
6910,60,180,60,180
6911,40,200,40,200
6912,50,190,50,190
6913,60,190,60,190
6914,80,170,80,170
6915,250,70,250,70
6916,270,60,270,60
6917,50,190,50,190
6918,70,180,70,180
6919,0,240,0,240
6920,300,30,300,30
6921,0,240,0,240
6922,30,210,30,210
6923,0,240,0,240
6924,410,0,410,0
6925,260,60,260,60
6926,240,70,240,70
6927,80,160,80,160
6928,270,50,270,50
6929,290,30,290,30
6930,410,0,410,0
6931,0,330,0,330
6932,300,30,300,30
6933,60,180,60,180
6934,280,40,280,40
6935,0,240,0,240
6936,40,200,40,200
6937,410,0,410,0
6938,310,20,310,20
6939,280,40,280,40
6940,50,190,50,190
6941,50,190,50,190
6942,410,0,410,0
6943,410,0,410,0
6944,90,160,90,160
6945,0,330,0,330
6946,0,330,0,330
6947,80,170,80,170
6948,0,240,0,240
6949,70,170,70,170
6950,410,0,410,0
6951,260,60,260,60
6952,20,220,20,220
6953,270,50,270,50
6954,0,240,0,240
6955,20,230,20,230
6956,0,240,0,240
6957,270,50,270,50
6958,410,0,410,0
6959,40,200,40,200
6960,280,40,280,40
6961,60,190,60,190
6962,0,330,0,330
6963,0,330,0,330
6964,270,50,270,50
6965,0,250,0,250
6966,410,0,410,0
6967,310,10,310,10
6968,250,70,250,70
6969,270,50,270,50
6970,80,170,80,170
6971,280,40,280,40
6972,0,330,0,330
6973,410,0,410,0
6974,20,220,20,220
6975,290,40,290,40
6976,30,210,30,210
6977,270,60,270,60
6978,20,220,20,220
6979,50,190,50,190
6980,310,10,310,10
6981,270,50,270,50
6982,60,180,60,180
6983,80,160,80,160
6984,410,0,410,0
6985,60,180,60,180
6986,0,240,0,240
6987,70,180,70,180
6988,310,20,310,20
6989,250,70,250,70
6990,270,50,270,50
6991,70,180,70,180
6992,250,70,250,70
6993,60,180,60,180
6994,300,30,300,30
6995,300,30,300,30
6996,40,190,40,190
6997,20,220,20,220
6998,50,190,50,190
6999,260,60,260,60
7000,290,30,290,30
7001,40,210,40,210
7002,40,200,40,200
7003,60,180,60,180
7004,20,220,20,220
7005,410,0,410,0
7006,260,60,260,60
7007,30,210,30,210
7008,0,240,0,240
7009,0,330,0,330
7010,260,60,260,60
7011,290,30,290,30
7012,70,170,70,170
7013,280,40,280,40
7014,280,50,280,50
7015,310,10,310,10
7016,0,330,0,330
7017,0,330,0,330
7018,40,200,40,200
7019,410,0,410,0
7020,50,180,50,180
7021,250,70,250,70
7022,60,190,60,190
7023,40,210,40,210
7024,410,0,410,0
7025,40,210,40,210
7026,50,200,50,200
7027,20,220,20,220
7028,290,30,290,30
7029,40,210,40,210
7030,20,220,20,220
7031,260,60,260,60
7032,0,330,0,330
7033,290,30,290,30
7034,80,160,80,160
7035,280,40,280,40
7036,0,240,0,240
7037,290,30,290,30
7038,0,330,0,330
7039,280,50,280,50
7040,70,170,70,170
7041,20,220,20,220
7042,40,200,40,200
7043,260,70,260,70
7044,290,30,290,30
7045,270,50,270,50
7046,0,240,0,240
7047,30,210,30,210
7048,20,220,20,220
7049,40,200,40,200
7050,280,40,280,40
7051,30,210,30,210
7052,40,200,40,200
7053,80,160,80,160
7054,30,220,30,220
7055,280,40,280,40
7056,20,220,20,220
7057,250,70,250,70
7058,280,50,280,50
7059,410,0,410,0
7060,280,40,280,40
7061,300,20,300,20
7062,10,230,10,230
7063,250,70,250,70
7064,310,10,310,10
7065,20,210,20,210
7066,60,180,60,180
7067,270,50,270,50
7068,20,230,20,230
7069,90,160,90,160
7070,300,20,300,20
7071,410,0,410,0
7072,60,180,60,180
7073,60,170,60,170
7074,30,220,30,220
7075,0,240,0,240
7076,0,330,0,330
7077,0,240,0,240
7078,0,330,0,330
7079,80,160,80,160
7080,300,10,300,10
7081,290,40,290,40
7082,280,50,280,50
7083,70,170,70,170
7084,410,0,410,0
7085,20,220,20,220
7086,80,170,80,170
7087,60,180,60,180
7088,300,20,300,20
7089,270,50,270,50
7090,0,240,0,240
7091,250,70,250,70
7092,410,0,410,0
7093,50,190,50,190
7094,240,70,240,70
7095,250,70,250,70
7096,290,30,290,30
7097,310,10,310,10
7098,0,330,0,330
7099,30,210,30,210
7100,250,70,250,70
7101,280,40,280,40
7102,280,40,280,40
7103,300,20,300,20
7104,280,50,280,50
7105,50,190,50,190
7106,310,20,310,20
7107,40,200,40,200
7108,250,70,250,70
7109,50,190,50,190
7110,260,60,260,60
7111,20,220,20,220
7112,270,50,270,50
7113,250,70,250,70
7114,310,20,310,20
7115,50,190,50,190
7116,410,0,410,0
7117,60,180,60,180
7118,0,330,0,330
7119,270,60,270,60
7120,40,200,40,200
7121,10,230,10,230
7122,300,20,300,20
7123,50,180,50,180
7124,260,60,260,60
7125,70,170,70,170
7126,0,240,0,240
7127,20,220,20,220
7128,410,0,410,0
7129,0,330,0,330
7130,90,160,90,160
7131,70,170,70,170
7132,30,220,30,220
7133,80,170,80,170
7134,250,70,250,70
7135,80,170,80,170
7136,250,70,250,70
7137,70,170,70,170
7138,250,70,250,70
7139,260,50,260,50
7140,0,240,0,240
7141,0,330,0,330
7142,40,200,40,200
7143,0,330,0,330
7144,270,50,270,50
7145,410,0,410,0
7146,300,30,300,30
7147,260,60,260,60
7148,290,30,290,30
7149,30,210,30,210
7150,0,240,0,240
7151,270,50,270,50
7152,300,20,300,20
7153,10,230,10,230
7154,0,240,0,240
7155,70,170,70,170
7156,60,180,60,180
7157,0,240,0,240
7158,80,160,80,160
7159,30,210,30,210
7160,40,210,40,210
7161,410,0,410,0
7162,290,40,290,40
7163,20,220,20,220
7164,0,330,0,330
7165,280,40,280,40
7166,260,60,260,60
7167,80,160,80,160
7168,50,190,50,190
7169,40,200,40,200
7170,0,240,0,240
7171,250,70,250,70
7172,270,50,270,50
7173,260,60,260,60
7174,250,70,250,70
7175,260,70,260,70
7176,0,250,0,250
7177,280,50,280,50
7178,0,240,0,240
7179,410,0,410,0
7180,410,0,410,0
7181,30,210,30,210
7182,60,180,60,180
7183,50,190,50,190
7184,310,20,310,20
7185,20,220,20,220
7186,0,330,0,330
7187,250,70,250,70
7188,0,330,0,330
7189,410,0,410,0
7190,310,10,310,10
7191,30,220,30,220
7192,250,70,250,70
7193,270,50,270,50
7194,280,40,280,40
7195,80,160,80,160
7196,50,200,50,200
7197,310,10,310,10
7198,50,190,50,190
7199,270,50,270,50
7200,20,230,20,230
7201,0,240,0,240
7202,20,220,20,220
7203,20,230,20,230
7204,270,60,270,60
7205,280,50,280,50
7206,30,210,30,210
7207,310,10,310,10
7208,280,40,280,40
7209,0,240,0,240
7210,50,190,50,190
7211,50,200,50,200
7212,290,30,290,30
7213,0,250,0,250
7214,290,40,290,40
7215,280,40,280,40
7216,30,210,30,210
7217,270,50,270,50
7218,30,210,30,210
7219,290,30,290,30
7220,300,20,300,20
7221,320,10,320,10
7222,290,40,290,40
7223,60,190,60,190
7224,90,160,90,160
7225,40,200,40,200
7226,270,60,270,60
7227,0,240,0,240
7228,40,200,40,200
7229,10,230,10,230
7230,0,330,0,330
7231,0,330,0,330
7232,50,200,50,200
7233,50,190,50,190
7234,80,170,80,170
7235,260,60,260,60
7236,0,330,0,330
7237,410,0,410,0
7238,300,30,300,30
7239,0,330,0,330
7240,0,330,0,330
7241,410,0,410,0
7242,410,0,410,0
7243,60,180,60,180
7244,50,190,50,190
7245,80,160,80,160
7246,20,230,20,230
7247,410,0,410,0
7248,90,160,90,160
7249,290,30,290,30
7250,270,50,270,50
7251,90,160,90,160
7252,280,40,280,40
7253,310,20,310,20
7254,90,160,90,160
7255,300,20,300,20
7256,410,0,410,0
7257,410,0,410,0
7258,250,60,250,60
7259,0,330,0,330
7260,310,20,310,20
7261,310,10,310,10
7262,260,70,260,70
7263,290,40,290,40
7264,0,240,0,240
7265,50,190,50,190
7266,240,70,240,70
7267,250,70,250,70
7268,30,210,30,210
7269,70,170,70,170
7270,0,240,0,240
7271,410,0,410,0
7272,70,170,70,170
7273,40,210,40,210
7274,260,60,260,60
7275,410,0,410,0
7276,60,180,60,180
7277,410,0,410,0
7278,80,170,80,170
7279,0,240,0,240
7280,250,70,250,70
7281,60,180,60,180
7282,320,10,320,10
7283,80,160,80,160
7284,310,20,310,20
7285,0,240,0,240
7286,410,0,410,0
7287,290,40,290,40
7288,0,330,0,330
7289,50,190,50,190
7290,0,240,0,240
7291,0,240,0,240
7292,310,10,310,10
7293,410,0,410,0
7294,0,330,0,330
7295,20,230,20,230
7296,280,40,280,40
7297,20,220,20,220
7298,0,240,0,240
7299,290,30,290,30
7300,0,240,0,240
7301,290,30,290,30
7302,410,0,410,0
7303,60,180,60,180
7304,270,60,270,60
7305,260,60,260,60
7306,80,170,80,170
7307,80,160,80,160
7308,40,190,40,190
7309,0,330,0,330
7310,410,0,410,0
7311,70,180,70,180
7312,260,70,260,70
7313,0,240,0,240
7314,10,230,10,230
7315,50,190,50,190
7316,300,20,300,20
7317,250,70,250,70
7318,270,50,270,50
7319,50,200,50,200
7320,300,20,300,20
7321,290,30,290,30
7322,260,60,260,60
7323,0,330,0,330
7324,300,20,300,20
7325,260,70,260,70
7326,0,240,0,240
7327,0,330,0,330
7328,410,0,410,0
7329,300,20,300,20
7330,260,70,260,70
7331,280,50,280,50
7332,80,160,80,160
7333,30,210,30,210
7334,410,0,410,0
7335,320,0,320,0
7336,70,170,70,170
7337,410,0,410,0
7338,280,40,280,40
7339,410,0,410,0
7340,300,30,300,30
7341,310,10,310,10
7342,0,240,0,240
7343,50,190,50,190
7344,80,160,80,160
7345,410,0,410,0
7346,270,50,270,50
7347,40,210,40,210
7348,410,0,410,0
7349,300,20,300,20
7350,290,30,290,30
7351,50,190,50,190
7352,250,70,250,70
7353,50,200,50,200
7354,0,330,0,330
7355,40,200,40,200
7356,260,60,260,60
7357,250,70,250,70
7358,320,0,320,0
7359,10,240,10,240
7360,250,70,250,70
7361,410,0,410,0
7362,20,220,20,220
7363,40,200,40,200
7364,280,40,280,40
7365,20,210,20,210
7366,410,0,410,0
7367,410,0,410,0
7368,260,50,260,50
7369,410,0,410,0
7370,0,240,0,240
7371,260,60,260,60
7372,50,200,50,200
7373,0,330,0,330
7374,280,40,280,40
7375,270,60,270,60
7376,60,180,60,180
7377,270,50,270,50
7378,300,20,300,20
7379,310,10,310,10
7380,410,0,410,0
7381,10,230,10,230
7382,260,60,260,60
7383,50,190,50,190
7384,410,0,410,0
7385,70,180,70,180
7386,0,240,0,240
7387,250,70,250,70
7388,270,50,270,50
7389,80,160,80,160
7390,0,330,0,330
7391,410,0,410,0
7392,60,180,60,180
7393,300,20,300,20
7394,0,330,0,330
7395,250,70,250,70
7396,310,10,310,10
7397,50,200,50,200
7398,410,0,410,0
7399,250,70,250,70
7400,40,200,40,200
7401,90,160,90,160
7402,50,190,50,190
7403,0,240,0,240
7404,300,30,300,30
7405,310,10,310,10
7406,0,330,0,330
7407,40,200,40,200
7408,60,190,60,190
7409,60,180,60,180
7410,70,170,70,170
7411,40,190,40,190
7412,40,200,40,200
7413,410,0,410,0
7414,60,180,60,180
7415,290,30,290,30
7416,410,0,410,0
7417,50,190,50,190
7418,290,40,290,40
7419,70,170,70,170
7420,70,170,70,170
7421,0,240,0,240
7422,410,0,410,0
7423,240,70,240,70
7424,40,210,40,210
7425,0,240,0,240
7426,250,70,250,70
7427,60,190,60,190
7428,0,330,0,330
7429,410,0,410,0
7430,20,220,20,220
7431,10,220,10,220
7432,0,330,0,330
7433,270,50,270,50
7434,10,240,10,240
7435,80,160,80,160
7436,60,180,60,180
7437,80,160,80,160
7438,20,220,20,220
7439,320,0,320,0
7440,300,20,300,20
7441,80,160,80,160
7442,300,20,300,20
7443,310,10,310,10
7444,20,210,20,210
7445,410,0,410,0
7446,260,60,260,60
7447,250,70,250,70
7448,40,200,40,200
7449,30,220,30,220
7450,80,170,80,170
7451,280,50,280,50
7452,270,60,270,60
7453,60,180,60,180
7454,0,330,0,330
7455,10,230,10,230
7456,0,330,0,330
7457,0,240,0,240
7458,240,70,240,70
7459,0,240,0,240
7460,310,20,310,20
7461,0,330,0,330
7462,0,240,0,240
7463,270,50,270,50
7464,0,330,0,330
7465,60,180,60,180
7466,0,240,0,240
7467,260,70,260,70
7468,410,0,410,0
7469,290,30,290,30
7470,0,240,0,240
7471,60,190,60,190
7472,20,220,20,220
7473,300,30,300,30
7474,280,50,280,50
7475,0,240,0,240
7476,0,330,0,330
7477,300,30,300,30
7478,410,0,410,0
7479,80,170,80,170
7480,90,160,90,160
7481,0,330,0,330
7482,80,160,80,160
7483,250,70,250,70
7484,60,190,60,190
7485,270,60,270,60
7486,60,180,60,180
7487,260,60,260,60
7488,300,30,300,30
7489,10,230,10,230
7490,0,330,0,330
7491,90,160,90,160
7492,70,180,70,180
7493,40,210,40,210
7494,30,210,30,210
7495,280,40,280,40
7496,290,30,290,30
7497,0,330,0,330
7498,290,30,290,30
7499,0,240,0,240
7500,410,0,410,0
7501,0,330,0,330
7502,70,170,70,170
7503,80,170,80,170
7504,290,30,290,30
7505,410,0,410,0
7506,80,160,80,160
7507,0,240,0,240
7508,250,70,250,70
7509,0,330,0,330
7510,30,220,30,220
7511,60,190,60,190
7512,70,170,70,170
7513,280,40,280,40
7514,250,70,250,70
7515,300,20,300,20
7516,410,0,410,0
7517,260,60,260,60
7518,20,230,20,230
7519,250,70,250,70
7520,260,60,260,60
7521,50,190,50,190
7522,0,330,0,330
7523,260,60,260,60
7524,40,200,40,200
7525,280,50,280,50
7526,70,170,70,170
7527,80,160,80,160
7528,280,50,280,50
7529,70,170,70,170
7530,20,230,20,230
7531,410,0,410,0
7532,30,210,30,210
7533,90,160,90,160
7534,310,20,310,20
7535,270,60,270,60
7536,410,0,410,0
7537,290,40,290,40
7538,20,220,20,220
7539,20,220,20,220
7540,0,330,0,330
7541,0,240,0,240
7542,280,40,280,40
7543,280,40,280,40
7544,270,50,270,50
7545,410,0,410,0
7546,60,190,60,190
7547,20,220,20,220
7548,270,50,270,50
7549,0,330,0,330
7550,250,60,250,60
7551,0,240,0,240
7552,280,30,280,30
7553,280,40,280,40
7554,290,30,290,30
7555,10,230,10,230
7556,40,200,40,200
7557,70,170,70,170
7558,260,60,260,60
7559,410,0,410,0
7560,0,240,0,240
7561,40,190,40,190
7562,0,240,0,240
7563,290,30,290,30
7564,260,60,260,60
7565,270,60,270,60
7566,250,70,250,70
7567,280,40,280,40
7568,50,190,50,190
7569,260,60,260,60
7570,270,60,270,60
7571,70,170,70,170
7572,0,240,0,240
7573,0,240,0,240
7574,410,0,410,0
7575,0,330,0,330
7576,250,70,250,70
7577,320,0,320,0
7578,260,60,260,60
7579,310,10,310,10
7580,80,160,80,160
7581,40,200,40,200
7582,250,70,250,70
7583,40,200,40,200
7584,0,330,0,330
7585,30,210,30,210
7586,280,40,280,40
7587,280,40,280,40
7588,410,0,410,0
7589,80,160,80,160
7590,0,330,0,330
7591,260,60,260,60
7592,410,0,410,0
7593,70,170,70,170
7594,20,220,20,220
7595,0,240,0,240
7596,30,210,30,210
7597,20,220,20,220
7598,410,0,410,0
7599,80,170,80,170
7600,310,10,310,10
7601,0,240,0,240
7602,80,160,80,160
7603,60,190,60,190
7604,90,160,90,160
7605,300,20,300,20
7606,50,190,50,190
7607,40,200,40,200
7608,50,190,50,190
7609,50,190,50,190
7610,70,170,70,170
7611,80,160,80,160
7612,260,60,260,60
7613,0,240,0,240
7614,290,40,290,40
7615,260,70,260,70
7616,30,210,30,210
7617,270,50,270,50
7618,300,10,300,10
7619,60,180,60,180
7620,410,0,410,0
7621,0,240,0,240
7622,270,40,270,40
7623,0,330,0,330
7624,0,330,0,330
7625,410,0,410,0
7626,70,170,70,170
7627,250,70,250,70
7628,60,190,60,190
7629,300,30,300,30
7630,0,240,0,240
7631,320,10,320,10
7632,300,20,300,20
7633,290,30,290,30
7634,40,200,40,200
7635,60,180,60,180
7636,50,200,50,200
7637,80,160,80,160
7638,0,240,0,240
7639,40,200,40,200
7640,410,0,410,0
7641,280,40,280,40
7642,30,220,30,220
7643,0,250,0,250
7644,0,330,0,330
7645,270,50,270,50
7646,280,40,280,40
7647,20,230,20,230
7648,410,0,410,0
7649,0,330,0,330
7650,0,240,0,240
7651,70,170,70,170
7652,290,40,290,40
7653,0,330,0,330
7654,0,330,0,330
7655,410,0,410,0
7656,40,200,40,200
7657,30,210,30,210
7658,20,230,20,230
7659,280,40,280,40
7660,270,60,270,60
7661,280,40,280,40
7662,240,70,240,70
7663,40,200,40,200
7664,40,200,40,200
7665,410,0,410,0
7666,80,170,80,170
7667,290,30,290,30
7668,80,160,80,160
7669,0,330,0,330
7670,40,210,40,210
7671,290,30,290,30
7672,310,20,310,20
7673,30,210,30,210
7674,80,170,80,170
7675,290,40,290,40
7676,80,160,80,160
7677,10,230,10,230
7678,260,70,260,70
7679,70,170,70,170
7680,300,30,300,30
7681,40,210,40,210
7682,0,240,0,240
7683,0,240,0,240
7684,260,60,260,60
7685,260,70,260,70
7686,270,50,270,50
7687,30,220,30,220
7688,300,30,300,30
7689,270,60,270,60
7690,50,190,50,190
7691,40,200,40,200
7692,30,220,30,220
7693,250,70,250,70
7694,0,330,0,330
7695,0,330,0,330
7696,280,40,280,40
7697,60,190,60,190
7698,260,60,260,60
7699,40,190,40,190
7700,80,170,80,170
7701,50,200,50,200
7702,20,220,20,220
7703,50,190,50,190
7704,70,170,70,170
7705,270,60,270,60
7706,40,210,40,210
7707,0,330,0,330
7708,70,180,70,180
7709,0,250,0,250
7710,310,10,310,10
7711,90,160,90,160
7712,60,190,60,190
7713,290,30,290,30
7714,60,180,60,180
7715,60,190,60,190
7716,0,330,0,330
7717,0,240,0,240
7718,410,0,410,0
7719,30,210,30,210
7720,310,20,310,20
7721,0,250,0,250
7722,280,40,280,40
7723,290,40,290,40
7724,290,30,290,30
7725,260,50,260,50
7726,20,220,20,220
7727,30,210,30,210
7728,310,10,310,10
7729,290,40,290,40
7730,250,70,250,70
7731,10,230,10,230
7732,280,40,280,40
7733,270,50,270,50
7734,270,50,270,50
7735,40,200,40,200
7736,0,240,0,240
7737,80,160,80,160
7738,30,210,30,210
7739,40,200,40,200
7740,70,170,70,170
7741,410,0,410,0
7742,90,160,90,160
7743,280,50,280,50
7744,0,330,0,330
7745,410,0,410,0
7746,70,180,70,180
7747,20,220,20,220
7748,60,180,60,180
7749,250,70,250,70
7750,0,330,0,330
7751,410,0,410,0
7752,0,240,0,240
7753,410,0,410,0
7754,0,240,0,240
7755,280,40,280,40
7756,40,200,40,200
7757,70,180,70,180
7758,80,160,80,160
7759,60,190,60,190
7760,260,60,260,60
7761,250,70,250,70
7762,40,210,40,210
7763,0,240,0,240
7764,260,60,260,60
7765,310,10,310,10
7766,0,250,0,250
7767,0,240,0,240
7768,410,0,410,0
7769,0,330,0,330
7770,70,180,70,180
7771,40,200,40,200
7772,250,70,250,70
7773,290,20,290,20
7774,300,20,300,20
7775,290,30,290,30
7776,50,200,50,200
7777,0,240,0,240
7778,80,160,80,160
7779,20,230,20,230
7780,60,190,60,190
7781,260,60,260,60
7782,280,40,280,40
7783,410,0,410,0
7784,20,220,20,220
7785,270,60,270,60
7786,40,200,40,200
7787,40,200,40,200
7788,0,330,0,330
7789,280,50,280,50
7790,0,330,0,330
7791,410,0,410,0
7792,10,230,10,230
7793,50,200,50,200
7794,70,180,70,180
7795,290,30,290,30
7796,20,220,20,220
7797,300,20,300,20
7798,80,170,80,170
7799,260,50,260,50
7800,280,40,280,40
7801,0,240,0,240
7802,250,70,250,70
7803,260,70,260,70
7804,80,160,80,160
7805,260,60,260,60
7806,310,10,310,10
7807,0,240,0,240
7808,290,40,290,40
7809,280,50,280,50
7810,280,50,280,50
7811,0,250,0,250
7812,60,180,60,180
7813,0,240,0,240
7814,40,210,40,210
7815,300,30,300,30
7816,300,20,300,20
7817,280,40,280,40
7818,280,40,280,40
7819,0,240,0,240
7820,50,200,50,200
7821,10,230,10,230
7822,290,30,290,30
7823,70,170,70,170
7824,0,240,0,240
7825,410,0,410,0
7826,300,30,300,30
7827,0,330,0,330
7828,260,60,260,60
7829,270,50,270,50
7830,410,0,410,0
7831,0,330,0,330
7832,260,60,260,60
7833,410,0,410,0
7834,240,70,240,70
7835,0,240,0,240
7836,320,0,320,0
7837,410,0,410,0
7838,0,330,0,330
7839,40,210,40,210
7840,410,0,410,0
7841,30,210,30,210
7842,410,0,410,0
7843,250,70,250,70
7844,310,20,310,20
7845,270,50,270,50
7846,0,250,0,250
7847,410,0,410,0
7848,10,230,10,230
7849,0,330,0,330
7850,0,240,0,240
7851,410,0,410,0
7852,0,240,0,240
7853,290,30,290,30
7854,50,200,50,200
7855,260,70,260,70
7856,320,10,320,10
7857,50,200,50,200
7858,410,0,410,0
7859,80,170,80,170
7860,270,60,270,60
7861,410,0,410,0
7862,60,180,60,180
7863,0,240,0,240
7864,300,20,300,20
7865,410,0,410,0
7866,80,170,80,170
7867,0,330,0,330
7868,290,30,290,30
7869,60,180,60,180
7870,0,330,0,330
7871,0,240,0,240
7872,20,230,20,230
7873,260,60,260,60
7874,70,180,70,180
7875,280,40,280,40
7876,0,330,0,330
7877,0,240,0,240
7878,0,240,0,240
7879,290,20,290,20
7880,0,330,0,330
7881,40,200,40,200
7882,260,60,260,60
7883,0,240,0,240
7884,310,20,310,20
7885,0,330,0,330
7886,310,20,310,20
7887,10,230,10,230
7888,270,60,270,60
7889,410,0,410,0
7890,40,200,40,200
7891,240,70,240,70
7892,410,0,410,0
7893,50,190,50,190
7894,0,240,0,240
7895,70,170,70,170
7896,30,200,30,200
7897,10,230,10,230
7898,0,240,0,240
7899,80,170,80,170
7900,270,50,270,50
7901,300,20,300,20
7902,260,60,260,60
7903,270,50,270,50
7904,250,70,250,70
7905,280,40,280,40
7906,10,230,10,230
7907,60,180,60,180
7908,30,210,30,210
7909,10,230,10,230
7910,410,0,410,0
7911,80,170,80,170
7912,250,70,250,70
